trial,cue,state,correct_action,action,reward,p_action1,rho_tha,rho_bg,rho_cb,rho_sum,x_mix,w_actor,v_bg_state,z_bias_tha,z_bias_bg,z_bias_cb,x_tha,x_bg,x_cb,x_bb,cue_strength,bg_confidence,trial_uncertainty,logit_tha,logit_bg,logit_cb,rpe,value_before,e_mix,e_tha,e_cb,delta_z_tha_mismatch,delta_z_cb_mismatch,rolling_accuracy,rolling_abs_rpe,rolling_mismatch
93,1.0,1,1,1,1.0,0.9966531929533529,0.31658979765376055,0.4603550605416298,0.22305514180460956,1.0,1.1424871348428,1.2465376254351366,0.9534925704860366,-0.21402023936567655,0.056711496365009856,-0.031324348445515585,1.2304299037687585,1.3493495672013915,0.5907314120385423,1.1318257548509465,1.2304299037687585,0.9483250783178184,0.6396984917302162,0.7701174803792655,1.1445086206580188,0.419929571730908,0.051674921682181574,0.9483250783178184,0.00011366502333069563,0.009722778183806045,0.2927830878235876,-0.00011530935792570419,-0.0035120330736030827,0.96,0.11570763962336723,0.09968671613835209
94,1.0,1,1,1,1.0,0.998518849100514,0.30995220573809473,0.48936464055221524,0.20068315370969003,1.0,1.306309066976231,1.2465592217090002,0.958143313437433,-0.2127225473901346,0.05949715327938362,-0.03081289120176008,1.1381980056929026,1.653479463542589,0.7193812661369177,0.9798223318674286,1.1381980056929026,0.9534925704860366,0.418816739555985,0.6965381651886455,1.153227952423952,0.2618473692436739,0.04650742951396336,0.9534925704860366,0.10659358820200526,0.025082854059672935,0.06782954871884433,0.000978128809707988,0.00046516847379793113,0.96,0.1123229257797739,0.1018031156971837
95,-1.0,0,0,0,1.0,0.002560586117100252,0.24215557073875815,0.5520840817195658,0.20576034754167616,1.0,-1.1962839632483206,1.246611509546375,0.9359884593384025,-0.21528843375487952,0.06221346807429845,-0.037271842811231665,-0.6453839922056984,-1.7345656708904444,-0.40034214394769746,-1.1393630735940654,0.6453839922056984,0.9288760659315584,0.24504184825800096,0.30358464637442417,1.1277046291006756,0.14071640257884058,0.07112393406844164,0.9288760659315584,0.0032399876790319007,0.2440153328492949,0.5461519344553818,-0.002889304142043156,-0.006514943361316199,0.96,0.11172966352803108,0.10163256417540399
96,1.0,1,1,1,1.0,0.966991204210447,0.16116097806580887,0.5518173182330216,0.28702170370116964,1.0,0.6773191384331521,1.2468361040458855,0.9623289820936897,-0.22433795612938154,0.0650165071730218,-0.034398418581393454,0.18569174403255995,0.6696510742472559,0.9681073306304249,1.2270380381992163,0.18569174403255995,0.958143313437433,0.7824155865978649,-0.06673503852883156,1.1640782785273462,0.5104190678072738,0.041856686562567025,0.958143313437433,0.3021908687600122,1.0844021043746281,0.06704511132207498,-0.00938653482737539,0.002821749089255247,0.96,0.10868342106879707,0.10762918131686383
97,1.0,1,1,1,1.0,0.9755780760418938,0.17856684353214658,0.5868758248396511,0.23455733162820236,1.0,0.7393812486860436,1.2469993592010717,0.9660960838843207,-0.2278679969176376,0.06782262730385567,-0.03455887928127674,0.2577281774530594,0.9134394414766631,0.6705568092861085,0.8335430833400985,0.2577281774530594,0.9623289820936897,0.4128286318330491,-0.018155414166933975,1.171694836580765,0.25458162370174087,0.03767101790631033,0.9623289820936897,0.008866451105417578,0.33156280584169967,0.02656452553000234,-0.0038723562568353854,-0.00021237689309501714,0.96,0.10594180285548647,0.10777835169959925
98,-1.0,0,0,0,1.0,0.005444567764156412,0.2834468173162713,0.5201570389183309,0.19639614376539777,1.0,-1.0440417282570111,1.2470866866525758,0.9423896134045622,-0.22788229654845427,0.07054707964236942,-0.037382411680248424,-0.9562138761085465,-1.235513530482992,-0.6636835446042353,-1.1693207994024264,0.9562138761085465,0.9359884593384025,0.2925303315043112,0.5371031039691996,1.1442093555430184,0.17021235277174107,0.06401154066159753,0.9359884593384025,0.01569484566705802,0.04541456075578362,0.2556690334398508,-0.0003566365810647073,-0.0028796902532735136,0.96,0.10540786682891794,0.1042461052958716
99,-1.0,0,0,0,1.0,0.009670341041843925,0.2618041849982623,0.5511370479652784,0.18705876703645938,1.0,-0.9279576049559124,1.2472107609878442,0.948150652064106,-0.22737033825355202,0.07328696282293358,-0.03750014969875879,-0.7972384578962662,-1.0882959271566348,-0.6385000688478093,-0.8082861601464824,0.7972384578962662,0.9423896134045622,0.15873838904845694,0.40990846976855877,1.1542951350576158,0.07373446065367142,0.057610386595437824,0.9423896134045622,0.01432125470277646,0.00012205172500943029,0.028827316798481342,0.00017039043573320437,-0.00017407274514845858,0.96,0.10492732440500627,0.10274458315203189
100,1.0,1,1,1,1.0,0.992684274105723,0.24651928700182837,0.5482182989122562,0.20526241408591547,1.0,0.9842735791557995,1.2472693524531044,0.9694864754958886,-0.2271894785173976,0.07608357300456994,-0.04015257733707415,0.7655430850946392,1.2925852011470629,0.42352412088801805,0.9054703765552325,0.7655430850946392,0.9660960838843207,0.34201896420662115,0.38506412982215943,1.1842974592899023,0.201913125245876,0.03390391611567933,0.9660960838843207,0.006209944740106001,0.01957964689549784,0.2322721933516481,-0.00016043642586470208,-0.002712746983338505,0.96,0.10245986801302674,0.10283112129959056
101,-1.0,0,0,0,1.0,0.007306473990348618,0.21162655758337443,0.5697809892466097,0.21859245317001585,1.0,-0.9844828563265559,1.2473588622437044,0.9533355868576954,-0.22758736245596833,0.07882904393046455,-0.0397516869778366,-0.5040218054133733,-1.211030295284461,-0.8591166544030173,-0.8084075332597118,0.5040218054133733,0.948150652064106,0.35509484898964405,0.17602796581330102,1.1664568228782917,0.20841381695567668,0.05184934793589402,0.948150652064106,0.031002519393093498,0.09265067131654528,0.002571414967126433,-0.0007397778230814214,0.0003411732531116048,0.96,0.10202737983150623,0.1034142381189948
102,1.0,1,1,1,1.0,0.9989835935330291,0.31107794089529306,0.48506052723154086,0.2038615318731661,1.0,1.3810109562540265,1.2473691416530228,0.9725378279462997,-0.22567953824069747,0.08162430780926465,-0.03727533150222569,1.2213695827905227,1.770627457095637,0.6975731624857562,0.8917317824301688,1.2213695827905227,0.9694864754958886,0.5237964203047665,0.7495083037764498,1.1937384907507365,0.3269058072354999,0.030513524504111378,0.9694864754958886,0.23939410993775673,0.1086610794264125,0.03769756969871887,0.0015687963661361307,0.0024203584828684545,0.96,0.09980666907872465,0.10818916875889664
103,1.0,1,1,1,1.0,0.9978928049843594,0.33099952804842225,0.4890545309244349,0.1799459410271428,0.9999999999999999,1.2346561992735647,1.2473862889984695,0.9752840451516698,-0.226122830537757,0.08442384335295956,-0.034684104461394145,1.2942066241103265,1.2972795370119299,0.9549200224457868,0.7165861152532726,1.2942066241103265,0.9725378279462997,0.3392866016645397,0.8096857610475636,1.2000428099475093,0.20022528966295208,0.027462172053700273,0.9725378279462997,0.2683966119567925,0.3336454522522818,0.056803051317649934,-0.000782986083545872,0.002539122727669711,0.96,0.0990333848935841,0.11315782193755783
104,-1.0,0,0,0,1.0,0.0012123381003883275,0.2834346854178937,0.5337413397949247,0.18282397478718168,1.0,-1.3456119117147844,1.2474045590859637,0.9580020281719258,-0.22630284722251576,0.08716744536476453,-0.03444368770691568,-0.9674412120827297,-1.6054777607187094,-1.1732359792556568,-1.2138178087730935,0.9674412120827297,0.9533355868576954,0.2057947671729271,0.5478301391284268,1.1807597682393092,0.10937223255965484,0.04666441314230463,0.9533355868576954,0.01736968557020502,0.060701427396726196,0.001646884886982298,-0.0005199809019182541,0.00018867360819867267,0.96,0.0987763982928371,0.11275332083469713
105,1.0,1,1,1,1.0,0.9969039530656941,0.19734225061859567,0.5410035047188135,0.2616542446625908,1.0,1.1573086437847948,1.247425813315547,0.9777556406365028,-0.22788724966507587,0.08996630527417311,-0.035049951882062766,0.5332009020042247,1.329752840077683,1.2714665924437727,0.9738882005771611,0.5332009020042247,0.9752840451516698,0.738265690439548,0.200257874380864,1.2087440972891847,0.48234229560076786,0.024715954848330224,0.9752840451516698,0.03364305898648479,0.19420529512351242,0.08855289930591866,-0.0019267468336443317,-0.0006589180838332064,0.96,0.09819947001256991,0.11300047621646382
106,1.0,1,1,1,1.0,0.9888253911512129,0.3056739178531379,0.4968458806142128,0.1974802015326493,1.0,0.8984248962410328,1.2474794109043708,0.9799800765728525,-0.22911627044537727,0.09276910583675253,-0.035049713984325964,1.195639461086826,0.7829937942008318,0.7287913194267113,0.8264828323211539,1.195639461086826,0.9777556406365028,0.4668481416601147,0.7286243192043849,1.214385292006151,0.29174374728001745,0.022244359363497224,0.9777556406365028,0.0051756605610519405,0.13627661656163617,0.009543631691605058,-0.0015732114720070107,-5.241565356663741e-05,0.96,0.09609647408126243,0.09680659762424426
107,-1.0,0,0,0,1.0,0.006672854822108595,0.17152753816962232,0.5243338964924484,0.3041385653379292,1.0,-1.0026242196312012,1.2475468465356159,0.9622018253547332,-0.2312802610400633,0.09551486874646527,-0.03774975801363137,-0.38275355796950095,-0.9974444765161155,-1.3611476556433812,-0.8615031474235721,0.38275355796950095,0.9580020281719258,0.9783940976738803,0.07708657593022353,1.1944714382344672,0.6498261543873902,0.04199797182807419,0.9580020281719258,0.01991515702103085,0.22920116940244173,0.24964463459421488,-0.0025114321485769303,-0.0027567537308782085,0.96,0.0959723108783135,0.09681371488556728
108,1.0,1,1,1,1.0,0.9965996612540584,0.224128960490547,0.5695131297185421,0.206357909790911,1.0,1.1383288138440533,1.2475654444210016,0.9819820689155672,-0.23267817100567625,0.0983138205320166,-0.04420360487204604,0.6515149788448977,1.633161036238966,0.3014121720447582,1.0444872442628241,0.6515149788448977,0.9799800765728525,0.35010280680013955,0.28993172203585493,1.2224919568052455,0.20732220674646631,0.020019923427147535,0.9799800765728525,0.00880624018146867,0.1544272013876972,0.5521605629518839,-0.0017474515344747424,-0.006520251873244982,0.96,0.09550499897129709,0.09506492923684945
109,1.0,1,1,1,1.0,0.8655061262326235,0.1504749174284655,0.5750580362028972,0.27446704636863734,1.0,0.37308579909951206,1.2477824282578456,0.9837838620240105,-0.2384481694835875,0.10113832043482682,-0.03433934822045179,0.1494960140678414,0.1754642710608758,0.9097203576540549,1.4033019421097126,0.1494960140678414,0.9819820689155672,0.7602243435862135,-0.11308135975140313,1.2275931997849188,0.48795343563830335,0.018017931084432837,0.9819820689155672,1.061345301318814,1.572029305192938,0.24362278051375755,-0.006128208046489486,0.00981267024966068,0.96,0.09508441825498233,0.11553031282262552
110,-1.0,0,0,0,1.0,0.006648652918889211,0.2249048490725519,0.5759379866510824,0.19915716427636568,1.0,-1.0031136130725034,1.2478429297178706,0.9659816428192599,-0.23874759537677412,0.10388281232721322,-0.03413892995650845,-0.6322450199870095,-1.1872130072002987,-0.8895365317448388,-0.8916144523607034,0.6322450199870095,0.9622018253547332,0.25729151175782927,0.26734784650602017,1.2076704195927699,0.1457647100100287,0.0377981746452668,0.9622018253547332,0.012432062839435803,0.06727250244985213,4.317754085834857e-06,-0.0006580852753249959,0.0001491329410241996,0.96,0.09354728694116796,0.11553841538310276
111,-1.0,0,0,0,1.0,0.005606680015358931,0.23733227553411948,0.549928199157363,0.2127395253085175,1.0,-1.0374250541644758,1.247890418068006,0.9693834785373339,-0.23718111542371517,0.10663266146763647,-0.03558670497384161,-0.7664784249287573,-1.0938326480179923,-1.1938804825099096,-0.7158490028596722,0.7664784249287573,0.9659816428192599,0.42740205758115235,0.3744351445662317,1.2147617015693621,0.26504251035029813,0.03401835718074009,0.9659816428192599,0.10341115677278968,0.002563338379049556,0.22851409553659532,0.0012101738207248817,-0.0015012352651656675,0.96,0.09352480868057966,0.11638400460026284
112,1.0,1,1,1,1.0,0.9991847349131664,0.2133678363976245,0.5905715799356374,0.1960605836667381,0.9999999999999999,1.4246406449501707,1.2478949383220936,0.9854054758216094,-0.23627925930091476,0.1094246349046617,-0.03336156065173857,0.5713649730667576,1.9351418286994986,0.8155130760536137,0.9712966681476014,0.5713649730667576,0.9837838620240105,0.24414810298685607,0.21991086302969093,1.2379841027952485,0.13531696711695762,0.01621613797598953,0.9837838620240105,0.20552076130316851,0.15994536073023702,0.024268527565705956,0.000546904806875178,0.0021750268048495508,0.96,0.09321657057631669,0.11958176142291908
113,-1.0,0,0,0,1.0,0.03689261293697641,0.2538834119858327,0.5376134128330643,0.208503175181103,1.0,-0.6535312947533322,1.248072101267596,0.9724451306836005,-0.23551820730964784,0.1121843713910718,-0.03478585992137041,-0.8877878873398689,-0.6240243944521632,-0.44437113402614326,-0.843095113524218,0.8877878873398689,0.9693834785373339,0.44341675331372565,0.4739510505709804,1.2242156352225955,0.2770301666678694,0.030616521462666135,0.9693834785373339,0.035934441387001234,0.0019974440313369358,0.1589808118267811,0.0004072439682679716,-0.0014765564452773584,0.96,0.09325959622816551,0.11790421622852172
114,1.0,1,1,1,1.0,0.9975318425967459,0.1731315679670853,0.6175848043939837,0.20928362763893105,1.0,1.2022166393464966,1.2480824946467164,0.9868649282394485,-0.24179832393659723,0.11497264856075425,-0.037141844332622936,0.2614428696375619,1.6888716138475992,0.5443864930718382,1.0260626858602242,0.2614428696375619,0.9854054758216094,0.28294362343427626,-0.026363911599598305,1.2454006685859225,0.16327467648262295,0.014594524178390578,0.9854054758216094,0.031030215328843817,0.5846434633603779,0.23201195469911443,-0.006643358976378408,-0.0024117808724432475,0.96,0.09148770138568561,0.1104181174210711
115,-1.0,0,0,0,1.0,0.004148610589387651,0.3821747266849994,0.43198252396067655,0.18584274935432413,1.0000000000000002,-1.097849016810582,1.2481126146410757,0.9752006176152405,-0.2467334721421058,0.11772229057766076,-0.03705838117231258,-1.6907195536032005,-0.5806704341098747,-1.0808022077429285,-1.0213948101345838,1.6907195536032005,0.9724451306836005,0.609917345860272,1.110777318945963,1.2332845488468949,0.3898002977695675,0.0275548693163995,0.9724451306836005,0.005845245718456234,0.44799561221932954,0.0035292388905959573,-0.0053058043980104795,2.7792081934323327e-05,0.98,0.07389620556545655,0.10271058730885914
116,-1.0,0,0,0,1.0,0.0013043506070318197,0.19211158123267916,0.5941151239863857,0.21377329478093524,1.0,-1.3301573714745802,1.248122941053756,0.9776805558537164,-0.24950909987140296,0.12047469465008216,-0.036590724517021854,-0.44617464555813646,-1.8034565222446357,-0.8091808645710958,-1.0366631418865766,0.44617464555813646,0.9752006176152405,0.3630062190129594,0.11020624430440337,1.239203000835187,0.21704597213675897,0.02479938238475954,0.9752006176152405,0.08613886280145579,0.34867666429622224,0.051748186492637294,-0.0031504536179371976,0.0004126881157058219,0.98,0.07072052709905308,0.10356065772874257
117,1.0,1,1,1,1.0,0.9958038164084141,0.24748357319037176,0.5792886571087703,0.17322776970085793,1.0,1.095520049202522,1.2481374327259882,0.9881784354155037,-0.24996727422743575,0.12325464496687,-0.03830987895541261,0.8180272166056687,1.3332623192884827,0.6969322087567664,1.0819553254133425,0.8180272166056687,0.9868649282394485,0.12109500784890226,0.40491267341313203,1.2553693621254478,0.048175780977209724,0.013135071760551509,0.9868649282394485,0.00018400173147673526,0.06965804661879531,0.1482428003599434,-0.0008336885386478229,-0.0017767055835416,0.98,0.06767872903157532,0.1033217439951474
118,-1.0,0,0,0,1.0,0.0028466648070242873,0.3180008907230596,0.4722429835486113,0.20975612572832916,1.0,-1.1734998757431092,1.24815532699642,0.9799125002683448,-0.2528794820926785,0.12600563016339525,-0.03447264567833291,-1.3776438668008444,-1.2463459263549614,-0.7000023465151435,-0.6036407290853864,1.3776438668008444,0.9776805558537164,0.6776415202857009,0.8521478192132399,1.247587284198644,0.436039185244578,0.022319444146283618,0.9776805558537164,0.3247394470294681,0.5990808571933743,0.009285561313678872,-0.003292096921966875,0.003785446628589471,0.98,0.06761274361483695,0.1097611497482619
119,1.0,1,1,1,1.0,0.9859997966101555,0.34169788025979414,0.3741871507143455,0.28411496902586036,1.0,0.8521744447478753,1.248189176246562,0.9893605918739533,-0.2641609706904427,0.12878136443155155,-0.037035682640434386,1.7805764916740072,0.40748139287022755,0.3212816658277316,0.7922524446991767,1.7805764916740072,0.9881784354155037,1.4592948258462757,1.1715817112465274,1.2624108308912243,0.9870337324140601,0.011821564584496347,0.9881784354155037,0.003590646089836239,0.9767844218287071,0.2218134745507756,-0.01167832530886645,-0.0026186739415312724,0.98,0.06738803803682923,0.10964960047305919
120,1.0,1,1,1,1.0,0.9998279050027356,0.45321343266839176,0.3414406501213386,0.20534591721026949,0.9999999999999999,1.7359731960257536,1.2481899390980038,0.990424532686558,-0.27701417825435465,0.13155502030881994,-0.030135570674614566,2.2673703899080238,1.3941514330728049,1.1315077989642834,0.9612264975044583,2.2673703899080238,0.9893605918739533,1.1358625909437403,1.5497353412359764,1.266546045086598,0.7580681310201838,0.01063940812604669,0.9893605918739533,0.6002324468696468,1.7060118676631364,0.02899572162685184,-0.013269353049521874,0.00685484070291354,0.98,0.06718580301662228,0.12058803938179503
121,1.0,1,1,1,1.0,0.9970891458222972,0.31701461357508115,0.42849611911525143,0.2544892673096674,1.0,1.1689714496254442,1.248197758896708,0.9913820794179021,-0.2781680027019202,0.13432758745565646,-0.03683939184970632,1.5577795031047343,1.3118976038143153,0.4439855232283537,1.1949436868025933,1.5577795031047343,0.990424532686558,1.1137939798763807,0.9692094242294329,1.2705432328983615,0.7495202152388519,0.009575467313442054,0.990424532686558,0.0006745571039860879,0.131649829591641,0.5639381634387944,-0.001571703269851859,-0.0067591632760177,0.98,0.0644032628104712,0.11906072139808899
122,1.0,1,1,1,1.0,0.9993119845622085,0.3317663169450331,0.4305534464068797,0.23768023664808716,0.9999999999999999,1.4583047793322317,1.2481998340979157,0.9922438714761119,-0.28048992483490615,0.1370984084741108,-0.03225952413643753,1.6149304652261478,1.8166813042969627,0.5904859914020568,0.8068285674093317,1.6149304652261478,0.9913820794179021,1.024444473824091,1.013776369478998,1.2744169787862438,0.6802717398271574,0.008617920582097871,0.9913820794179021,0.42442125470141123,0.6530286772551398,0.04680411019346352,-0.002743289070644743,0.004531405734095373,0.98,0.06420210035765807,0.12207325029094122
123,-1.0,0,0,0,1.0,0.0016587094788063131,0.21486703407910893,0.6125521523088127,0.17258081361207844,1.0,-1.2818571073064442,1.2482100846455428,0.9819212502415102,-0.2805786940687314,0.13983447279228253,-0.033107917600780405,-0.6210912673301877,-1.7116696501090964,-0.5789643616547381,-0.9836508358937518,0.6210912673301877,0.9799125002683448,0.04212690567544963,0.21638308902924402,1.263997783782707,-0.0027706901636227917,0.020087499731655245,0.9799125002683448,0.08892698030986036,0.13144944075699772,0.1637711424320039,-0.0005102695253656483,-0.0008981299454657226,0.98,0.06426768157428159,0.12312273944326685
124,-1.0,0,0,0,1.0,0.001574989789354666,0.349364731293519,0.49743462272719374,0.15320064597928723,1.0,-1.2922364467431633,1.248218915431607,0.9837291252173592,-0.28184075827443256,0.14257173624504366,-0.033214254934699705,-1.495343650137448,-1.141782927107521,-1.3175776991608381,-1.048024280147052,1.495343650137448,0.9819212502415102,0.17776595097660985,0.9156962260412271,1.269043910570019,0.09132824808284648,0.018078749758489776,0.9819212502415102,0.05963958231356678,0.2000946187686047,0.07265904570202171,-0.0016854604374604552,-0.00015623356066145916,0.98,0.06432670466924277,0.1242079918302557
125,-1.0,0,0,0,1.0,0.00613464554352259,0.3537807203323789,0.4396939230903885,0.2065253565772326,1.0,-1.0189818019726045,1.2482433260087173,0.9853562126956233,-0.2837376249105484,0.1453103019840029,-0.03395297646147939,-1.6728742751567536,-0.5557245509968847,-0.8851330941937675,-1.1978970461193994,1.6728742751567536,0.9837291252173592,0.7877411809629861,1.0564586618509706,1.2738602302450066,0.5182045717393906,0.016270874782640776,0.9837291252173592,0.03201066458810724,0.2256033681040032,0.09782128962413897,-0.0023231124421907515,-0.0007897275004323808,0.98,0.06437982545470783,0.12467326297030634
126,-1.0,0,0,0,1.0,0.0045380236261636075,0.14519167094263863,0.5785827247934708,0.2762256042638905,1.0,-1.0796603559394442,1.248260545430396,0.986820591426061,-0.29038294120329533,0.148049048657441,-0.033845999610838715,-0.22460096799605211,-1.3116116283862889,-1.0432571486129047,-0.9972112273031442,0.22460096799605211,0.9853562126956233,0.8186561806168526,-0.10405685051370667,1.2784699465839697,0.5391063499703174,0.014643787304376654,0.9853562126956233,0.006797858812885153,0.596926612786572,0.002120226869264665,-0.007081545047684242,5.6131583323445856e-05,0.98,0.06442763416162638,0.11948016336137793
127,-1.0,0,0,0,1.0,0.012169766833519993,0.15833691739583847,0.611728948960782,0.2299341336433796,1.0,-0.8805365439536654,1.2482944405215053,0.9881385322834549,-0.295168856681243,0.15078870748613069,-0.03413943510736931,-0.27713941343042947,-1.081894840701185,-0.7603427424356467,-0.9399416384308831,0.27713941343042947,0.986820591426061,0.48320332900521723,-0.06867141045895175,1.2828927287974112,0.3043963306928133,0.013179408573938955,0.986820591426061,0.0035289652498471545,0.4393067894655519,0.03225576344270773,-0.005229333890588457,-0.0003447215783143269,0.98,0.06447066199785305,0.11360654438716616
128,1.0,1,1,1,1.0,0.9988706791203104,0.31257715993815277,0.4726221351098613,0.21480070495198592,0.9999999999999999,1.3588558594543314,1.24829729710543,0.9930194843285007,-0.29574891102889345,0.15353718869432792,-0.03391711050654882,1.4669914579112002,1.5871234549903956,0.699244259649852,1.0182247176027144,1.4669914579112002,0.9922438714761119,0.7677471982613482,0.8784243096477173,1.2918691596836593,0.5032836036755745,0.007756128523888073,0.9922438714761119,0.11602957479913643,0.20139158720710398,0.10174853255581778,-0.0010243441488956106,0.0001713725069198238,0.98,0.061949139971152895,0.1150982019002883
129,1.0,1,1,1,1.0,0.9995898554746374,0.25286113273812505,0.576921653013097,0.17021721424877798,1.0,1.561845633432342,1.248298370288406,0.9937175358956507,-0.28879270646629773,0.15628359347675602,-0.02709140228371774,0.9579906104127577,2.0505316243919287,0.8025683467677996,0.8098677169876062,0.9579906104127577,0.9930194843285007,0.15542226364495804,0.4706435773013128,1.2955095956721037,0.0748784740449218,0.0069805156714992656,0.9930194843285007,0.5654707868205662,0.02194039155663879,5.328080560579848e-05,0.0065223647431671295,0.006785010072179524,0.98,0.061890245982855994,0.12015946611557465
130,1.0,1,1,1,1.0,0.9902099173849271,0.20029188351148455,0.6040734107153521,0.19563470577316322,0.9999999999999999,0.9245680305824102,1.2483120182089906,0.9943457823060856,-0.28999353096816116,0.15902839864707383,-0.027111989486536762,0.6049143186811748,1.0421466005953854,0.8887766112687298,0.9780538161756485,0.6049143186811748,0.9937175358956507,0.2838622925875549,0.19513874847864215,1.2990587597567544,0.1716122025275707,0.006282464104349295,0.9937175358956507,0.0028607292605258515,0.13923308459042827,0.007970419315991949,-0.001636468263958829,-6.131628066559316e-05,0.98,0.059606915127482854,0.1201965036691251
131,1.0,1,1,1,1.0,0.998452426638729,0.2235344662482372,0.5998533337175912,0.17661220003417163,1.0,1.2956533065762397,1.248314739179409,0.9949112040754771,-0.28794193652370703,0.16177020689951024,-0.02626223570678632,0.7567500141276677,1.7001086554652802,0.6040225499781162,0.9010220656907295,0.7567500141276677,0.9943457823060856,0.15272746414955152,0.3154064803339731,1.3025260482990721,0.0797972354181493,0.005654217693914387,0.9943457823060856,0.15573381628283756,0.020814424862214756,0.08820871233352683,0.0016190326970474738,0.0008103012473917288,0.98,0.057551917357647024,0.12159094610436476
132,1.0,1,1,1,1.0,0.999327732745489,0.21949115780034026,0.5805179770517152,0.19999086514794454,0.9999999999999999,1.462808591808281,1.2483159402146111,0.9954200836679293,-0.28510762962203134,0.1645093681436256,-0.023759700099814623,0.7765640094570587,1.8275155717312535,1.1573229375417786,0.9736011764127758,0.7765640094570587,0.9949112040754771,0.3807589280847199,0.33330927104193997,1.3059180915863087,0.2402690139525176,0.0050887959245229375,0.9949112040754771,0.23932389527795034,0.038823645161935115,0.03375368551234238,0.0024060030013921827,0.0024668425171872955,1.0,0.03783234714769168,0.12404434393667536
133,-1.0,0,0,0,1.0,0.013887095593139562,0.22862668440196263,0.5834338169875739,0.18793949861046344,1.0,-0.8537123263223211,1.2483496901270106,0.9893246790551095,-0.284837080895816,0.16722785344467284,-0.025937734113038784,-0.8114197037494498,-0.9721795512328801,-0.5373947688981047,-0.9875859016391728,0.8114197037494498,0.9881385322834549,0.27402493485134516,0.36402813337752854,1.3008686802695988,0.168057754296127,0.01186146771654506,0.9881385322834549,0.017922134168116773,0.03103452927892104,0.20267205599868604,-0.0001573487413296512,-0.0022169990619668313,1.0,0.03590878801762381,0.12408415205373778
134,-1.0,0,0,0,1.0,0.002409873865249292,0.17659147508166545,0.646707472306738,0.1767010526115966,1.0,-1.2067468226835913,1.2483571409227607,0.9903922111495985,-0.28812652608382056,0.16994403055539267,-0.02894974695730197,-0.3646665836051346,-1.6537121226958382,-0.41245835779107465,-0.9698876983631863,0.3646665836051346,0.9893246790551095,0.04779177418594005,0.00689618598829167,1.3049512343580485,0.007516507817119246,0.010675320944890543,0.9893246790551095,0.05610224477382908,0.3662925977489788,0.3107274697306593,-0.003722284235701797,-0.0030555026994819627,1.0,0.03417758480056272,0.122922986761612
135,-1.0,0,0,0,1.0,0.010924043966144272,0.12336103868172511,0.551082340577812,0.3255566207404628,1.0,-0.902346923303819,1.2483798705164815,0.9913529900346387,-0.29647929880242335,0.17265975193779806,-0.029894326172406994,-0.12531586592585275,-0.8504694276684869,-1.2845972666115273,-0.9856143252867823,0.12531586592585275,0.9903922111495985,1.1592814006856744,-0.18787383334313834,1.308895073377431,0.7825472335226701,0.009607788850401477,0.9903922111495985,0.006933460232992389,0.7401134391787889,0.08939079920319591,-0.008798159747349559,-0.0009894880676424422,1.0,0.03261950190520774,0.11804275617296814
136,-1.0,0,0,0,1.0,0.001389679593706114,0.28077666093279624,0.5654573943447129,0.15376594472249094,1.0,-1.3171654669745347,1.2483836691921717,0.9922176910311749,-0.29440936506400184,0.17537307252739806,-0.028658146376756035,-1.136399488111,-1.4403835251693735,-1.1941233057101375,-0.8516067289351791,1.136399488111,0.9913529900346387,0.05772381759913747,0.6126402916863767,1.3127156904776327,0.010512346146989236,0.008647009965361274,0.9913529900346387,0.21674493856479737,0.08110691567897713,0.11731760536563597,0.001627656274629843,0.001193127998389937,1.0,0.03121722729938826,0.1208166261832303
137,1.0,1,1,1,1.0,0.9899174114695076,0.2174859431320047,0.5979880256389039,0.1845260312290914,0.9999999999999999,0.9185500422964438,1.2483938490954443,0.9958780753011364,-0.2948748946092703,0.17809366199131443,-0.02840525316885537,0.7538487790457733,0.9530185803566528,1.0009689641716966,1.0660363323958415,0.7538487790457733,0.9954200836679293,0.24712018512592326,0.3086696581726168,1.3201061687455167,0.14432598321139023,0.004579916332070666,0.9954200836679293,0.021752205767283705,0.09746106846670168,0.004233762407616467,-0.0009085063523930157,0.00021022132031600686,1.0,0.029891132301415643,0.12044351052894696
138,-1.0,0,0,0,1.0,0.002015760652092605,0.30624236425137336,0.45811563153475376,0.23564200421387294,1.0,-1.2425447444821933,1.2483985272084754,0.9929959219280574,-0.2970353180614223,0.1808011699469482,-0.029841863232574456,-1.5140926336613165,-1.4230333395318282,-0.5387478350604527,-0.978351521434259,1.5140926336613165,0.9922176910311749,0.9753447986008639,0.916399212319783,1.3191440066771656,0.6543361058517493,0.007782308968825147,0.9922176910311749,0.06979805910445559,0.2870185393302847,0.19325140107343985,-0.0026066457627099498,-0.001481440103627811,1.0,0.02877085448863951,0.12075077449224286
139,1.0,1,1,1,1.0,0.9935374011368387,0.22803833632004403,0.5521714136934995,0.2197902499864564,1.0,1.008339897012908,1.2484049737301397,0.9962902677710227,-0.2972225409314545,0.18351462005279046,-0.04031135868854916,0.9234393763175239,1.3243944120638722,0.3024137019365379,1.276903844621454,0.9234393763175239,0.9958780753011364,0.6210256743809861,0.4417161829925969,1.326060956543255,0.40487610883411584,0.004121924698863633,0.9958780753011364,0.07212659395508582,0.12493713035337999,0.9496310381900683,-0.00063372643677953,-0.010530053330819791,1.0,0.02690201907127408,0.11949902492672701
